DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino
2024-07-09;39239;4;Ativa;4296;4408;3121;LT 230 kV PR.FIGUEIREDO NOVA /CRIST. ROCHA AM;1;;103,3000000000;;PR.FIGUEIREDO NOVA;SUB PRESIDENTE FIGUEIREDO NOVA AM;AM;AMCR;CRIST. ROCHA;SUB CRISTIANO ROCHA AM;AM
2024-07-09;39363;4;Ativa;1057;2322;2303;LT 345 kV NORTE /MIGUEL REALE SP;3;;14,2600000000;SPNOR;NORTE;SUB NORTE    SP;SP;SPMRE;MIGUEL REALE;SUB MIGUEL REALE     SP;SP
2024-07-09;39366;4;Ativa;1057;2322;2303;LT 345 kV NORTE /MIGUEL REALE SP;4;;14,2600000000;SPNOR;NORTE;SUB NORTE    SP;SP;SPMRE;MIGUEL REALE;SUB MIGUEL REALE     SP;SP
2024-07-09;39369;4;Ativa;3266;2303;3390;LT 345 kV MIGUEL REALE /S.CAETANO SUL SP;1;;7,8000000000;SPMRE;MIGUEL REALE;SUB MIGUEL REALE     SP;SP;SPSCDS;S.CAETANO SUL;SUB SÃO CAETANO DO SUL SP;SP
2024-07-09;39372;4;Ativa;3266;2303;3390;LT 345 kV MIGUEL REALE /S.CAETANO SUL SP;2;;7,8000000000;SPMRE;MIGUEL REALE;SUB MIGUEL REALE     SP;SP;SPSCDS;S.CAETANO SUL;SUB SÃO CAETANO DO SUL SP;SP
2024-07-09;39375;4;Ativa;2267;2539;3390;LT 345 kV SUL /S.CAETANO SUL SP;1;;14,5000000000;SPSUL;SUL;SUB SUL     SP;SP;SPSCDS;S.CAETANO SUL;SUB SÃO CAETANO DO SUL SP;SP
2024-07-09;39378;4;Ativa;2267;2539;3390;LT 345 kV SUL /S.CAETANO SUL SP;2;;14,5000000000;SPSUL;SUL;SUB SUL     SP;SP;SPSCDS;S.CAETANO SUL;SUB SÃO CAETANO DO SUL SP;SP
2024-07-09;39381;4;Ativa;3267;2322;3389;LT 345 kV NORTE /SAO MIGUEL SP;1;;8,1000000000;SPNOR;NORTE;SUB NORTE    SP;SP;SPSGEL;SAO MIGUEL;SUB SAO MIGUEL SP;SP
2024-07-09;39384;4;Ativa;3267;2322;3389;LT 345 kV NORTE /SAO MIGUEL SP;2;;8,1000000000;SPNOR;NORTE;SUB NORTE    SP;SP;SPSGEL;SAO MIGUEL;SUB SAO MIGUEL SP;SP
2024-07-09;39387;4;Ativa;3268;2436;3389;LT 345 kV RAM REBERT F /SAO MIGUEL SP;1;;9,1000000000;SPRRF;RAM REBERT F;SUB RAMON REBERTE FILHO   SP;SP;SPSGEL;SAO MIGUEL;SUB SAO MIGUEL SP;SP
2024-07-09;39390;4;Ativa;3268;2436;3389;LT 345 kV RAM REBERT F /SAO MIGUEL SP;2;;9,1000000000;SPRRF;RAM REBERT F;SUB RAMON REBERTE FILHO   SP;SP;SPSGEL;SAO MIGUEL;SUB SAO MIGUEL SP;SP
2024-07-09;39466;4;Ativa;4301;1421;3380;LT 230 kV ABUNA /TUCUMA RO/AC;1;639;314,0000000000;ROAN;ABUNA;SUB ABUNA    RO;RO;ACTC;TUCUMA;SUB TUCUMA AC;AC
2024-07-09;39467;4;Ativa;4302;3380;2;LT 230 kV TUCUMA /RIO BRANCO 1 AC;1;639;75,0000000000;ACTC;TUCUMA;SUB TUCUMA AC;AC;ACRB;RIO BRANCO 1;SUB RIO BRANCO 1 AC;AC
2024-07-09;39470;4;Ativa;1388;1421;2;LT 230 kV ABUNA /RIO BRANCO 1 RO/AC;3;;305,0000000000;ROAN;ABUNA;SUB ABUNA    RO;RO;ACRB;RIO BRANCO 1;SUB RIO BRANCO 1 AC;AC
2024-07-09;39490;4;Ativa;4303;1339;4410;LT 345 kV VENDA PEDRAS /SETE PONTES RJ;1;;41,0000000000;RJSTVP;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;RJSPT;SETE PONTES;SUB SETE PONTES RJ;RJ
2024-07-09;39493;4;Ativa;4303;1339;4410;LT 345 kV VENDA PEDRAS /SETE PONTES RJ;2;;41,0000000000;RJSTVP;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;RJSPT;SETE PONTES;SUB SETE PONTES RJ;RJ
2024-07-09;39496;4;Ativa;4304;4411;1339;LT 345 kV COMPERJ /VENDA PEDRAS RJ;1;;18,0000000000;RJCPJ;COMPERJ;SUB COMPERJ RJ;RJ;RJSTVP;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ
2024-07-09;39511;4;Ativa;4305;820;4412;LT 500 kV JAURU /CUIABA NORTE MT;1;718;340,9000000000;MTJU;JAURU;SUB JAURU    MT;MT;MTCUN;CUIABA NORTE;SUB CUIABA NORTE MT;MT
2024-07-09;39512;4;Ativa;4306;4412;800;LT 500 kV CUIABA NORTE /CUIABA MT;1;718;15,1000000000;MTCUN;CUIABA NORTE;SUB CUIABA NORTE MT;MT;MTCB;CUIABA;SUB CUIABA     MT;MT
2024-07-09;39535;4;Ativa;4307;2511;4413;LT 230 kV S.JOSE CAMPOS /DOM PEDRO I SP;1;117;34,9000000000;SPSJC;S.JOSE CAMPOS;SUB SAO JOSE DOS CAMPOS   SP;SP;;DOM PEDRO I;SUB DOM PEDRO I SP;SP
2024-07-09;39536;4;Ativa;4308;4413;2537;LT 230 kV DOM PEDRO I /MOGI CRUZES SP;1;117;34,0100000000;;DOM PEDRO I;SUB DOM PEDRO I SP;SP;SPSTMO;MOGI CRUZES;SUB MOGI DAS CRUZES    SP;SP
2024-07-09;39543;4;Ativa;4311;2255;4413;LT 88 kV MAIRIPORA /DOM PEDRO I SP;1;145;47,0000000000;SPMAI;MAIRIPORA;SUB MAIRIPORA     SP;SP;;DOM PEDRO I;SUB DOM PEDRO I SP;SP
2024-07-09;39544;4;Ativa;4312;4413;2194;LT 88 kV DOM PEDRO I /JAGUARI SP;1;145;19,0300000000;;DOM PEDRO I;SUB DOM PEDRO I SP;SP;SPJAG;JAGUARI;USI JAGUARI    SP;SP
2024-07-09;39547;4;Ativa;4311;2255;4413;LT 88 kV MAIRIPORA /DOM PEDRO I SP;2;145;47,0000000000;SPMAI;MAIRIPORA;SUB MAIRIPORA     SP;SP;;DOM PEDRO I;SUB DOM PEDRO I SP;SP
2024-07-09;39548;4;Ativa;4312;4413;2194;LT 88 kV DOM PEDRO I /JAGUARI SP;2;145;19,0300000000;;DOM PEDRO I;SUB DOM PEDRO I SP;SP;SPJAG;JAGUARI;USI JAGUARI    SP;SP
2024-07-09;39584;4;Desativada;4313;3319;3312;LT 230 kV KLACEL /PONTA GROSSA PR;1;49;21,0700000000;;KLACEL;Klabim Celulose;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;39585;4;Ativa;2105;3312;1106;LT 230 kV PONTA GROSSA /PONTA G NORTE PR;2;49;22,1000000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;PRPGN;PONTA G NORTE;SUB PONTA GROSSA  NORTE   PR;PR
2024-07-09;39588;4;Ativa;1716;1403;3150;LT 230 kV MOSSORO II /ACU III RN;2;11;1,0000000000;RNMSD;MOSSORO II;SUB MOSSORO II    RN;RN;RNACT;ACU III;SUB ACU III RN;RN
2024-07-09;39589;4;Ativa;1717;3150;1395;LT 230 kV ACU III /ACU II RN;3;11;1,0000000000;RNACT;ACU III;SUB ACU III RN;RN;RNACD;ACU II;SUB ACU II     RN;RN
2024-07-09;39767;4;Ativa;4318;950;3329;LT 230 kV PAU FERRO /MATA NORTE PE;1;81;32,1500000000;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE;;MATA NORTE;SE MATA NORTE PE;PE
2024-07-09;39770;4;Ativa;4318;950;3329;LT 230 kV PAU FERRO /MATA NORTE PE;2;81;32,1500000000;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE;;MATA NORTE;SE MATA NORTE PE;PE
2024-07-09;39839;4;Ativa;2256;2798;3382;LT 230 kV LECHUGA /TARUMA AM;2;;12,5000000000;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;AMTRM;TARUMA;SUB TARUMA AM;AM
2024-07-09;39901;4;Ativa;4327;1024;3137;LT 525 kV BATEIAS /CURITIBA LESTE PR;1;;79,0000000000;PRBTA;BATEIAS;SUB BATEIAS    PR;PR;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR
2024-07-09;39904;4;Ativa;4327;1024;3137;LT 525 kV BATEIAS /CURITIBA LESTE PR;2;;79,0000000000;PRBTA;BATEIAS;SUB BATEIAS    PR;PR;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR
2024-07-09;39910;4;Ativa;4328;3312;1869;LT 500 kV PONTA GROSSA /ASSIS PR/SP;1;;284,0000000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;SPASS;ASSIS;SUB ASSIS    SP;SP
2024-07-09;39913;4;Ativa;4328;3312;1869;LT 500 kV PONTA GROSSA /ASSIS PR/SP;2;;284,0000000000;;PONTA GROSSA;SUB PONTA GROSSA PR;PR;SPASS;ASSIS;SUB ASSIS    SP;SP
2024-07-09;39938;4;Ativa;1761;3148;42;LT 230 kV BARREIRAS II /BARREIRAS BA;3;50;18,0000000000;BABRD;BARREIRAS II;SUB BARREIRAS II BA;BA;BABRA;BARREIRAS;SUB BARREIRAS     BA;BA
2024-07-09;39941;4;Ativa;4329;92;3167;LT 230 kV RIO DAS EGUAS /RIO GRANDE II BA;1;310;143,0000000000;BARDE;RIO DAS EGUAS;SUB RIO DAS EGUAS    BA;BA;BARGD;RIO GRANDE II;SUB RIO GRANDE II BA;BA
2024-07-09;39952;4;Ativa;4330;2792;4416;LT 230 kV MACAPA /MACAPA III AP;1;;10,0000000000;APMCP;MACAPA;SUB MACAPA AP;AP;INS-APMCT;MACAPA III;SUB MACAPA III AP;AP
2024-07-09;39981;4;Ativa;4333;3319;3316;LT 230 kV KLACEL /CASTRO NORTE PR;1;30;119,5000000000;;KLACEL;Klabim Celulose;PR;;CASTRO NORTE;SUB CASTRO NORTE PR;PR
2024-07-09;39982;4;Ativa;4334;3316;3312;LT 230 kV CASTRO NORTE /PONTA GROSSA PR;1;30;64,1400000000;;CASTRO NORTE;SUB CASTRO NORTE PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;40071;4;Ativa;4345;1566;3232;LT 230 kV PRE.MEDICI /CANDIOTA 2 RS;1;8;3,0000000000;RSPME;PRE.MEDICI;SUB PRESIDENTE MEDICI   RS;RS;RSCTA2;CANDIOTA 2;SE CANDIOTA 2 RS;RS
2024-07-09;40072;4;Ativa;2040;1449;3232;LT 230 kV BAGE 2 /CANDIOTA 2 RS;2;11;3,0000000000;RSBAG2;BAGE 2;SUB BAGE 2 RS;RS;RSCTA2;CANDIOTA 2;SE CANDIOTA 2 RS;RS
2024-07-09;40100;4;Ativa;4347;3202;4429;LT 500 kV JUAZEIRO III /FUTURA BA;1;1;32,5300000000;BAJZT;JUAZEIRO III;SUB JUAZEIRO DA BAHIA III  BA;BA;BAFUT;FUTURA;SUB FUTURA BA;BA
2024-07-09;40101;4;Ativa;4348;4429;118;LT 500 kV FUTURA /U.SOBRADINHO BA;1;1;34,7000000000;BAFUT;FUTURA;SUB FUTURA BA;BA;BAUSB;U.SOBRADINHO;USI SOBRADINHO    BA;BA
2024-07-09;40132;4;Ativa;2100;1016;3315;LT 230 kV AREIA /GUARAPUAVA OESTE PR;1;116;71,9000000000;PRARE;AREIA;SUB AREIA    PR;PR;;GUARAPUAVA OESTE;SUB GUARAPUAVA OESTE PR;PR
2024-07-09;40133;4;Ativa;4351;3315;3312;LT 230 kV GUARAPUAVA OESTE /PONTA GROSSA PR;1;116;184,2200000000;;GUARAPUAVA OESTE;SUB GUARAPUAVA OESTE PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;40165;4;Ativa;4356;4431;659;LT 500 kV BURITIZEIRO 3 /S. G. DO PARA MG;1;;351,5000000000;;BURITIZEIRO 3;SUB BURITIZEIRO 3 MG;MG;MGSGPA;S. G. DO PARA;SUB SAO GONCALO DO PARA   MG;MG
2024-07-09;40168;4;Ativa;4357;4431;658;LT 500 kV BURITIZEIRO 3 /SAO GOTARDO 2 MG;1;;238,0000000000;;BURITIZEIRO 3;SUB BURITIZEIRO 3 MG;MG;MGSGOT;SAO GOTARDO 2;SUB SAO GOTARDO 2    MG;MG
2024-07-09;40171;4;Ativa;4358;617;4431;LT 500 kV PIRAPORA 2 /BURITIZEIRO 3 MG;1;;35,0000000000;MGPIRD;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;;BURITIZEIRO 3;SUB BURITIZEIRO 3 MG;MG
2024-07-09;40174;4;Ativa;4358;617;4431;LT 500 kV PIRAPORA 2 /BURITIZEIRO 3 MG;2;;35,0000000000;MGPIRD;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;;BURITIZEIRO 3;SUB BURITIZEIRO 3 MG;MG
2024-07-09;40211;4;Ativa;4371;617;4431;LT 345 kV PIRAPORA 2 /BURITIZEIRO 3 MG;1;84;35,1300000000;MGPIRD;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;;BURITIZEIRO 3;SUB BURITIZEIRO 3 MG;MG
2024-07-09;40212;4;Ativa;4372;4431;4444;LT 345 kV BURITIZEIRO 3 /VARZEA PALMA 4 MG;1;84;60,4300000000;;BURITIZEIRO 3;SUB BURITIZEIRO 3 MG;MG;;VARZEA PALMA 4;SUB VARZEA DA PALMA 4 MG;MG
2024-07-09;40216;4;Ativa;211;362;659;LT 500 kV B.DESPACHO 3 /S. G. DO PARA MG;2;368;61,6000000000;MGBDE3;B.DESPACHO 3;SUB BOM DESPACHO 3   MG;MG;MGSGPA;S. G. DO PARA;SUB SAO GONCALO DO PARA   MG;MG
2024-07-09;40217;4;Ativa;276;600;659;LT 500 kV OURO PRETO 2 /S. G. DO PARA MG;2;368;120,6000000000;MGOPR2;OURO PRETO 2;SUB OURO PRETO 2     MG;MG;MGSGPA;S. G. DO PARA;SUB SAO GONCALO DO PARA   MG;MG
2024-07-09;40220;4;Ativa;4359;2920;2860;LT 500 kV ITABIRITO 2 /SANTOS DUMONT 2 MG;1;;142,0000000000;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG;MGSDU;SANTOS DUMONT 2;SUB SANTOS DUMONT 2 MG;MG
2024-07-09;40234;4;Ativa;4373;677;2860;LT 345 kV ITUTINGA /SANTOS DUMONT 2 MG;1;322;125,2800000000;MGSTIT;ITUTINGA;SUB ITUTINGA    MG;MG;MGSDU;SANTOS DUMONT 2;SUB SANTOS DUMONT 2 MG;MG
2024-07-09;40235;4;Ativa;1482;2860;475;LT 345 kV SANTOS DUMONT 2 /JUIZ DE FORA 1 MG;2;322;37,7500000000;MGSDU;SANTOS DUMONT 2;SUB SANTOS DUMONT 2 MG;MG;MGJFOR;JUIZ DE FORA 1;SUB JUIZ DE FORA 1 MG;MG
2024-07-09;40238;4;Ativa;295;676;476;LT 500 kV ESTREITO /JAGUARA-SE MG;2;;45,5000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;MGJGSE;JAGUARA-SE;SUB JAGUARA-SE    MG;MG
2024-07-09;40241;4;Ativa;4360;3264;726;LT 500 kV PRESIDENTE JUSCELINO /VESPASIANO 2 MG;1;;149,0000000000;MGPJU;PRESIDENTE JUSCELINO;SE PRESIDENTE JUSCELINO;MG;MGVPND;VESPASIANO 2;SUB VESPASIANO 2     MG;MG
2024-07-09;40244;4;Ativa;4360;3264;726;LT 500 kV PRESIDENTE JUSCELINO /VESPASIANO 2 MG;2;;149,0000000000;MGPJU;PRESIDENTE JUSCELINO;SE PRESIDENTE JUSCELINO;MG;MGVPND;VESPASIANO 2;SUB VESPASIANO 2     MG;MG
2024-07-09;40249;4;Ativa;4361;3275;605;LT 500 kV ARINOS 2 /PARACATU 4 MG;1;;214,0000000000;MGARI2;ARINOS 2;SUB ARINOS 2;MG;MGPAT4;PARACATU 4;SUB PARACATU 4    MG;MG
2024-07-09;40262;4;Ativa;4361;3275;605;LT 500 kV ARINOS 2 /PARACATU 4 MG;2;;214,0000000000;MGARI2;ARINOS 2;SUB ARINOS 2;MG;MGPAT4;PARACATU 4;SUB PARACATU 4    MG;MG
2024-07-09;40271;4;Ativa;4362;605;4432;LT 500 kV PARACATU 4 /NOVA PONTE 3 MG;1;;291,0000000000;MGPAT4;PARACATU 4;SUB PARACATU 4    MG;MG;;NOVA PONTE 3;SUB NOVA PONTE 3 MG;MG
2024-07-09;40274;4;Ativa;4363;4432;2843;LT 500 kV NOVA PONTE 3 /ARARAQUARA 2 MG/SP;1;;307,0000000000;;NOVA PONTE 3;SUB NOVA PONTE 3 MG;MG;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP
2024-07-09;40304;4;Ativa;4374;597;4432;LT 500 kV NOVA PONTE /NOVA PONTE 3 MG;1;397;48,0000000000;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;;NOVA PONTE 3;SUB NOVA PONTE 3 MG;MG
2024-07-09;40305;4;Ativa;4375;4432;715;LT 500 kV NOVA PONTE 3 /ITUMBIARA MG;1;397;206,0000000000;;NOVA PONTE 3;SUB NOVA PONTE 3 MG;MG;MGUSIM;ITUMBIARA;USI ITUMBIARA     MG;MG
2024-07-09;40308;4;Ativa;1730;2843;1851;LT 440 kV ARARAQUARA 2 /ARARAQUARA SP;3;;11,0000000000;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;SPARA;ARARAQUARA;SUB ARARAQUARA    SP;SP
2024-07-09;40314;4;Ativa;4362;605;4432;LT 500 kV PARACATU 4 /NOVA PONTE 3 MG;2;;291,0000000000;MGPAT4;PARACATU 4;SUB PARACATU 4    MG;MG;;NOVA PONTE 3;SUB NOVA PONTE 3 MG;MG
2024-07-09;40321;4;Ativa;4363;4432;2843;LT 500 kV NOVA PONTE 3 /ARARAQUARA 2 MG/SP;2;;307,0000000000;;NOVA PONTE 3;SUB NOVA PONTE 3 MG;MG;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP
2024-07-09;40328;4;Ativa;4364;3332;4433;LT 500 kV JAIBA /JANAUBA 6 MG;1;;109,0000000000;;JAIBA;SUB JAIBA MG;MG;;JANAUBA 6;SUB JANAUBA 6 MG;MG
2024-07-09;40331;4;Ativa;4364;3332;4433;LT 500 kV JAIBA /JANAUBA 6 MG;2;;109,0000000000;;JAIBA;SUB JAIBA MG;MG;;JANAUBA 6;SUB JANAUBA 6 MG;MG
2024-07-09;40334;4;Ativa;4365;4433;3267;LT 500 kV JANAUBA 6 /JANAUBA 3 MG;1;;44,0000000000;;JANAUBA 6;SUB JANAUBA 6 MG;MG;MGJBA3;JANAUBA 3;SE JANAUBA 3;MG
2024-07-09;40337;4;Ativa;4365;4433;3267;LT 500 kV JANAUBA 6 /JANAUBA 3 MG;2;;44,0000000000;;JANAUBA 6;SUB JANAUBA 6 MG;MG;MGJBA3;JANAUBA 3;SE JANAUBA 3;MG
2024-07-09;40340;4;Ativa;4366;4433;4434;LT 500 kV JANAUBA 6 /CAPELINHA 3 MG;1;;233,0000000000;;JANAUBA 6;SUB JANAUBA 6 MG;MG;;CAPELINHA 3;SUB CAPELINHA 3 MG;MG
2024-07-09;40343;4;Ativa;4367;4434;3279;LT 500 kV CAPELINHA 3 /G.VALADARES 6 MG;1;;141,0000000000;;CAPELINHA 3;SUB CAPELINHA 3 MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;40396;4;Ativa;4368;3286;2916;LT 500 kV JOAO NEIVA 2 /VIANA 2 ES;1;;77,5000000000;ESSJND;JOAO NEIVA 2;SUB JOAO NEIVA 2 ES;ES;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES
2024-07-09;40399;4;Ativa;1524;2916;221;LT 345 kV VIANA 2 /VIANA ES;3;;7,5000000000;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES;ESSTAE;VIANA;SUB VIANA    ES;ES
2024-07-09;40407;4;Ativa;4366;4433;4434;LT 500 kV JANAUBA 6 /CAPELINHA 3 MG;2;;233,0000000000;;JANAUBA 6;SUB JANAUBA 6 MG;MG;;CAPELINHA 3;SUB CAPELINHA 3 MG;MG
2024-07-09;40410;4;Ativa;4367;4434;3279;LT 500 kV CAPELINHA 3 /G.VALADARES 6 MG;2;;141,0000000000;;CAPELINHA 3;SUB CAPELINHA 3 MG;MG;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG
2024-07-09;40422;4;Ativa;4369;2793;4416;LT 230 kV LARANJAL /MACAPA III AP;1;;217,0000000000;APLAL;LARANJAL;SUB LARANJAL AP;AP;INS-APMCT;MACAPA III;SUB MACAPA III AP;AP
2024-07-09;40429;4;Ativa;4370;83;1796;LT 230 kV OLINDINA /ITABAIANINHA BA/SE;1;;73,4000000000;BAOLD;OLINDINA;SUB OLINDINA    BA;BA;SEITH;ITABAIANINHA;SUB ITABAIANINHA     SE;SE
2024-07-09;40447;4;Ativa;4376;84;4435;LT 230 kV P.AFONSO III /N. SRA DA GLORIA II AL/SE;1;0;102,0000000000;BAPAF;P.AFONSO III;SUB PAULO AFONSO III    BA;AL;;N. SRA DA GLORIA II;SUB NOSSA SENHORA DA GLORIA II SE;SE
2024-07-09;40448;4;Ativa;4377;4435;1794;LT 230 kV N. SRA DA GLORIA II /ITABAIANA SE;1;0;100,0000000000;;N. SRA DA GLORIA II;SUB NOSSA SENHORA DA GLORIA II SE;SE;SEITB;ITABAIANA;SUB ITABAIANA     SE;SE
2024-07-09;40515;4;Ativa;4380;821;3193;LT 230 kV JUINA /DARDANELOS MT;1;;168,2000000000;MTJUI;JUINA;SUB JUINA    MT;MT;;DARDANELOS;SUB DARDANELOS MT;MT
2024-07-09;40518;4;Ativa;4380;821;3193;LT 230 kV JUINA /DARDANELOS MT;2;;168,2000000000;MTJUI;JUINA;SUB JUINA    MT;MT;;DARDANELOS;SUB DARDANELOS MT;MT
2024-07-09;40627;4;Ativa;1933;1534;3230;LT 230 kV MACAMBARA /MACAMBARA 3 RS;2;5;1,4000000000;RSMBR;MACAMBARA;SUB MACAMBARA     RS;RS;;MACAMBARA 3;SE MACAMBARA 3 RS;RS
2024-07-09;40628;4;Ativa;1934;3230;1596;LT 230 kV MACAMBARA 3 /SANTO ANGELO RS;2;5;199,7000000000;;MACAMBARA 3;SE MACAMBARA 3 RS;RS;RSSTA;SANTO ANGELO;SUB SANTO ANGELO     RS;RS
2024-07-09;40835;4;Ativa;4417;3279;222;LT 230 kV G.VALADARES 6 /VERONA MG/ES;1;;165,0000000000;MGGVA6;G.VALADARES 6;SUB GOVERNADOR VALADARES 6 MG;MG;ESSTVE;VERONA;SUB VERONA     ES;ES
2024-07-09;40838;4;Ativa;1389;1421;1427;LT 230 kV ABUNA /PORTO VELHO RO;3;;188,0000000000;ROAN;ABUNA;SUB ABUNA    RO;RO;ROPV;PORTO VELHO;SUB PORTO VELHO   RO;RO
2024-07-09;40843;4;Ativa;4418;319;4469;LT 230 kV ACAILANDIA /DOM ELISEU II MA/PA;1;;71,5000000000;MAAC;ACAILANDIA;SUB ACAILANDIA    MA;MA;;DOM ELISEU II;Sub Dom Eliseu II PA;PA
2024-07-09;40846;4;Ativa;4418;319;4469;LT 230 kV ACAILANDIA /DOM ELISEU II MA/PA;2;;71,5000000000;MAAC;ACAILANDIA;SUB ACAILANDIA    MA;MA;;DOM ELISEU II;Sub Dom Eliseu II PA;PA
2024-07-09;40883;4;Ativa;4419;2930;4470;LT 230 kV ENCRUZO NOVO /SANTA LUZIA III MA;1;;207,0000000000;MAEN;ENCRUZO NOVO;SUB ENCRUZO NOVO     MA;MA;;SANTA LUZIA III;Sub Santa Luzia III MA;MA
2024-07-09;40934;4;Ativa;4420;1329;4471;LT 345 kV CAMPOS /PORTO DO ACU RJ;1;;15,0000000000;RJSTCM;CAMPOS;SUB CAMPOS     RJ;RJ;;PORTO DO ACU;SUB PORTO DO ACU RJ;RJ
2024-07-09;40937;4;Ativa;4420;1329;4471;LT 345 kV CAMPOS /PORTO DO ACU RJ;2;;15,0000000000;RJSTCM;CAMPOS;SUB CAMPOS     RJ;RJ;;PORTO DO ACU;SUB PORTO DO ACU RJ;RJ
2024-07-09;40960;4;Ativa;4422;926;4472;LT 230 kV BOM NOME /ABAIARA PE/CE;1;256;82,4000000000;PEBNO;BOM NOME;SUB BOM NOME    PE;PE;;ABAIARA;SUB ABAIARA CE;CE
2024-07-09;40961;4;Ativa;4423;4472;153;LT 230 kV ABAIARA /MILAGRES CE;1;256;15,1000000000;;ABAIARA;SUB ABAIARA CE;CE;CEMLG;MILAGRES;SUB MILAGRES    CE;CE
2024-07-09;41098;4;Ativa;2239;45;83;LT 230 kV CIC. DANTAS /OLINDINA BA;2;1;,0300000000;BACCD;CIC. DANTAS;SUB CICERO DANTAS    BA;BA;BAOLD;OLINDINA;SUB OLINDINA    BA;BA
2024-07-09;41099;4;Ativa;4350;83;3338;LT 230 kV OLINDINA /ALAGOINHAS II BA;2;2;,3800000000;BAOLD;OLINDINA;SUB OLINDINA    BA;BA;;ALAGOINHAS II;SUB ALAGOINHAS II;BA
2024-07-09;41103;4;Ativa;4426;3315;3314;LT 230 kV GUARAPUAVA OESTE /IRATI NORTE PR;1;7;1,6900000000;;GUARAPUAVA OESTE;SUB GUARAPUAVA OESTE PR;PR;;IRATI NORTE;SUB IRATI NORTE PR;PR
2024-07-09;41104;4;Ativa;2101;3314;3312;LT 230 kV IRATI NORTE /PONTA GROSSA PR;1;7;161,6900000000;;IRATI NORTE;SUB IRATI NORTE PR;PR;;PONTA GROSSA;SUB PONTA GROSSA PR;PR
2024-07-09;41107;4;Ativa;4427;319;4470;LT 500 kV ACAILANDIA /SANTA LUZIA III MA;1;779;218,5000000000;MAAC;ACAILANDIA;SUB ACAILANDIA    MA;MA;;SANTA LUZIA III;Sub Santa Luzia III MA;MA
2024-07-09;41108;4;Ativa;4428;4470;329;LT 500 kV SANTA LUZIA III /MIRANDA II MA;1;779;147,3100000000;;SANTA LUZIA III;Sub Santa Luzia III MA;MA;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA
2024-07-09;41115;4;Ativa;4429;3090;4474;LT 230 kV C.GRANDE III /RIACHAO II PB/RN;1;3;98,1000000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;;RIACHAO II;SUB RIACHAO II RN;RN
2024-07-09;41116;4;Ativa;4430;4474;2936;LT 230 kV RIACHAO II /EXTREMOZ II RN;1;3;95,3000000000;;RIACHAO II;SUB RIACHAO II RN;RN;RNETD;EXTREMOZ II;SUB EXTREMOZ II RN;RN
2024-07-09;41187;4;Ativa;4431;27;46;LT 500 kV USINA XINGO /CAMACARI II AL/BA;1;;357,0000000000;ALUXG;USINA XINGO;USI USINA XINGO AL;AL;BACMD;CAMACARI II;SUB CAMACARI II   BA;BA
2024-07-09;41190;4;Ativa;4431;27;46;LT 500 kV USINA XINGO /CAMACARI II AL/BA;2;;357,0000000000;ALUXG;USINA XINGO;USI USINA XINGO AL;AL;BACMD;CAMACARI II;SUB CAMACARI II   BA;BA
