DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino
2024-07-09;21380;4;Ativa;1463;270;2855;LT 230 kV PALMEIRAS /EDEIA GO;1;141;58,5700000000;GOPAL;PALMEIRAS;SUB PALMEIRAS     GO;GO;GOEDA;EDEIA;SUB EDEIA    GO;GO
2024-07-09;21381;4;Ativa;1464;298;2853;LT 230 kV B.COQUEIROS /QUIRINOPOLIS GO;1;123;51,4700000000;GOUHBC;B.COQUEIROS;USI BARRA DOS COQUEIROS   GO;GO;GOQUI2;QUIRINOPOLIS;SUB QUIRINOPOLIS GO;GO
2024-07-09;21400;4;Ativa;1465;950;2856;LT 230 kV PAU FERRO /SANTA RITA II PE/PB;1;175;85,0000000000;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE;PBSRD;SANTA RITA II;SUB SANTA RITA II    PB;PB
2024-07-09;21401;4;Ativa;1466;84;4475;LT 230 kV P.AFONSO III /ZEBU II AL;1;0;6,0000000000;BAPAF;P.AFONSO III;SUB PAULO AFONSO III    BA;AL;;ZEBU II;SUB ZEBU II;AL
2024-07-09;21504;4;Ativa;1467;2324;2852;LT 230 kV N.P.PRIMAVERA /RIO BRILHANTE SP/MS;1;301;142,2800000000;SPNPP;N.P.PRIMAVERA;SUB NOVA PORTO PRIMAVERA   SP;SP;MSRBE;RIO BRILHANTE;SUB RIO BRILHANTE  MS;MS
2024-07-09;21505;4;Ativa;1468;2852;763;LT 230 kV RIO BRILHANTE /IMBIRUSSU MS;1;328;150,3000000000;MSRBE;RIO BRILHANTE;SUB RIO BRILHANTE  MS;MS;MSIMB;IMBIRUSSU;SUB IMBIRUSSU     MS;MS
2024-07-09;21510;4;Ativa;1469;2324;765;LT 230 kV N.P.PRIMAVERA /IVINHEMA 2 SP/MS;1;142;64,2500000000;SPNPP;N.P.PRIMAVERA;SUB NOVA PORTO PRIMAVERA   SP;SP;MSIVI2;IVINHEMA 2;SUB IVINHEMA 2    MS;MS
2024-07-09;21511;4;Ativa;1470;765;759;LT 230 kV IVINHEMA 2 /DOURADOS MS;1;321;151,9700000000;MSIVI2;IVINHEMA 2;SUB IVINHEMA 2    MS;MS;MSDOU;DOURADOS;SUB DOURADOS    MS;MS
2024-07-09;21516;4;Desativada;1471;937;2856;LT 230 kV GOIANINHA /SANTA RITA II PE/PB;1;32;13,0000000000;PEGNN;GOIANINHA;SUB GOIANINHA     PE;PE;PBSRD;SANTA RITA II;SUB SANTA RITA II    PB;PB
2024-07-09;21517;4;Desativada;1472;2856;907;LT 230 kV SANTA RITA II /MUSSURE II PB;1;32;13,0000000000;PBSRD;SANTA RITA II;SUB SANTA RITA II    PB;PB;PBMRD;MUSSURE II;SUB MUSSURE II    PB;PB
2024-07-09;21561;4;Ativa;1466;84;4475;LT 230 kV P.AFONSO III /ZEBU II AL;2;0;6,0000000000;BAPAF;P.AFONSO III;SUB PAULO AFONSO III    BA;AL;;ZEBU II;SUB ZEBU II;AL
2024-07-09;21581;4;Ativa;1473;820;800;LT 500 kV JAURU /CUIABA MT;1;;354,0000000000;MTJU;JAURU;SUB JAURU    MT;MT;MTCB;CUIABA;SUB CUIABA     MT;MT
2024-07-09;21633;4;Ativa;1477;1556;1553;LT 230 kV PORTO ALEGRE 9 /PORTO ALEGRE 4 RS;1;23;11,0000000000;RSPAL9;PORTO ALEGRE 9;SUB PORTO ALEGRE 9 RS;RS;RSPAL4;PORTO ALEGRE 4;SUB PORTO ALEGRE 4 RS;RS
2024-07-09;21636;4;Ativa;1478;1145;1047;LT 500 kV F.IGUACU 60HZ /CASCAVEL OEST PR;1;303;117,0000000000;PRSTF6;F.IGUACU 60HZ;SUB FOZ DO IGUACU 60HZ    PR;PR;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR
2024-07-09;21641;4;Ativa;161;292;289;LT 230 kV S.DA MESA /NIQUELANDIA GO;2;224;100,0000000000;GOSTSM;S.DA MESA;SUB SERRA DA MESA    GO;GO;GOSTNQ;NIQUELANDIA;SUB NIQUELANDIA   GO;GO
2024-07-09;21642;4;Ativa;144;288;289;LT 230 kV BARRO ALTO /NIQUELANDIA GO;2;197;88,0500000000;GOSTBT;BARRO ALTO;SUB BARRO ALTO    GO;GO;GOSTNQ;NIQUELANDIA;SUB NIQUELANDIA   GO;GO
2024-07-09;21647;4;Ativa;1479;2536;2859;LT 500 kV IBIUNA /ITATIBA SP;1;4;86,3000000000;SPSTIN;IBIUNA;SUB IBIUNA     SP;SP;SPSTTB;ITATIBA;SUB ITATIBA    SP;SP
2024-07-09;21648;4;Ativa;1480;2859;2532;LT 500 kV ITATIBA /CAMPINAS SP;1;4;26,5000000000;SPSTTB;ITATIBA;SUB ITATIBA    SP;SP;SPSTCA;CAMPINAS;SUB CAMPINAS FURNAS    SP;SP
2024-07-09;21668;4;Ativa;1481;357;2860;LT 345 kV BARBACENA 2 /SANTOS DUMONT 2 MG;1;4;1,7700000000;MGBARB;BARBACENA 2;SUB BARBACENA 2   MG;MG;MGSDU;SANTOS DUMONT 2;SUB SANTOS DUMONT 2 MG;MG
2024-07-09;21669;4;Ativa;1482;2860;475;LT 345 kV SANTOS DUMONT 2 /JUIZ DE FORA 1 MG;1;4;1,7100000000;MGSDU;SANTOS DUMONT 2;SUB SANTOS DUMONT 2 MG;MG;MGJFOR;JUIZ DE FORA 1;SUB JUIZ DE FORA 1 MG;MG
2024-07-09;21694;4;Ativa;1483;2852;2861;LT 138 kV RIO BRILHANTE /SANTA LUZIA II MS;1;23;10,0000000000;MSRBE;RIO BRILHANTE;SUB RIO BRILHANTE  MS;MS;;SANTA LUZIA II;SUB SANTA LUZIA II MS;MS
2024-07-09;21707;4;Ativa;1489;2137;2867;LT 440 kV GERDAU SP /JANDIRA SP;1;17;29,8000000000;SPGSP;GERDAU SP;SUB GERDAU SP     SP;SP;SPJAN-4;JANDIRA;SUB JANDIRA SP;SP
2024-07-09;21708;4;Ativa;1490;2867;2088;LT 440 kV JANDIRA /EMBU-GUACU SP;1;17;40,5000000000;SPJAN-4;JANDIRA;SUB JANDIRA SP;SP;SPEMG;EMBU-GUACU;SUB EMBU-GUACU    SP;SP
2024-07-09;21711;4;Ativa;1491;1895;2868;LT 440 kV BAURU /SALTO SP;1;2;220,5000000000;SPBAU;BAURU;SUB BAURU    SP;SP;SPSTO-4;SALTO;SUB SALTO SP;SP
2024-07-09;21712;4;Ativa;1492;2868;1948;LT 440 kV SALTO /CABREUVA SP;1;2;15,4000000000;SPSTO-4;SALTO;SUB SALTO SP;SP;SPCAV;CABREUVA;SUB CABREUVA    SP;SP
2024-07-09;21715;4;Ativa;1484;2861;2862;LT 138 kV SANTA LUZIA II /UTE SANTA LUZIA I MS;1;87;37,0000000000;;SANTA LUZIA II;SUB SANTA LUZIA II MS;MS;;UTE SANTA LUZIA I;UTE SANTA LUZIA I   MS;MS
2024-07-09;21716;4;Ativa;1485;2861;2863;LT 138 kV SANTA LUZIA II /UTE ELDORADO MS;1;85;,0000000000;;SANTA LUZIA II;SUB SANTA LUZIA II MS;MS;;UTE ELDORADO;UTE ELDORADO MS;MS
2024-07-09;21731;4;Ativa;1493;2854;2869;LT 138 kV JATAI /MINEIROS GO;1;161;61,4000000000;GOJAT;JATAI;SUB JATAI    GO;GO;;MINEIROS;SUB MINEIROS GO;GO
2024-07-09;21732;4;Ativa;1494;2869;2870;LT 138 kV MINEIROS /M. VERMELHO GO;1;128;46,8600000000;;MINEIROS;SUB MINEIROS GO;GO;;M. VERMELHO;SUB MORRO VERMELHO GO;GO
2024-07-09;21755;4;Ativa;1495;2854;2871;LT 138 kV JATAI /UTE JATAI GO;1;121;51,5600000000;GOJAT;JATAI;SUB JATAI    GO;GO;;UTE JATAI;UTE JATAI  GO;GO
2024-07-09;21756;4;Ativa;1496;2854;2873;LT 138 kV JATAI /UTE A. EMENDADA GO;1;82;32,5700000000;GOJAT;JATAI;SUB JATAI    GO;GO;;UTE A. EMENDADA;UTE AGUA EMENDADA GO;GO
2024-07-09;21758;4;Ativa;1498;2870;2875;LT 138 kV M. VERMELHO /UTE A. TAQUARI GO/MT;1;76;30,2000000000;;M. VERMELHO;SUB MORRO VERMELHO GO;GO;;UTE A. TAQUARI;UTE ALTO TAQUARI  MT;MT
2024-07-09;21773;4;Ativa;1499;2853;2876;LT 138 kV QUIRINOPOLIS /UTE QUIRINOPOLIS GO;1;83;33,9300000000;GOQUI2;QUIRINOPOLIS;SUB QUIRINOPOLIS GO;GO;;UTE QUIRINOPOLIS;UTE QUIRINOPOLIS  GO;GO
2024-07-09;21774;4;Ativa;1500;2853;2877;LT 138 kV QUIRINOPOLIS /UTE BOA VISTA GO;1;41;16,5000000000;GOQUI2;QUIRINOPOLIS;SUB QUIRINOPOLIS GO;GO;;UTE BOA VISTA;UTE BOA VISTA   GO;GO
2024-07-09;21784;4;Ativa;1501;2855;2878;LT 138 kV EDEIA /UTE T. BIOENERGIA I GO;1;129;49,3200000000;GOEDA;EDEIA;SUB EDEIA    GO;GO;;UTE T. BIOENERGIA I;UTE TROPICAL BIOENERGIA I  GO;GO
2024-07-09;21790;4;Ativa;1504;2851;2889;LT 138 kV CHAPADAO /GUATAMBU MS;1;79;33,0000000000;MSCAO;CHAPADAO;SUB CHAPADAO    MS;MS;;GUATAMBU;SUB GUATAMBU MS;MS
2024-07-09;21808;4;Ativa;1507;2851;2882;LT 138 kV CHAPADAO /UTE P. DAS AGUAS MS;1;137;62,0000000000;MSCAO;CHAPADAO;SUB CHAPADAO    MS;MS;;UTE P. DAS AGUAS;UTE PORTO DAS AGUAS  MS;MS
2024-07-09;21809;4;Ativa;1511;2889;2884;LT 138 kV GUATAMBU /PCH INDAIA GRANDE MS;1;29;12,0000000000;;GUATAMBU;SUB GUATAMBU MS;MS;;PCH INDAIA GRANDE;USI PCH INDAIA GRANDE MS;MS
2024-07-09;21810;4;Ativa;1512;2889;2885;LT 138 kV GUATAMBU /UTE NARDINI MS;1;114;50,2500000000;;GUATAMBU;SUB GUATAMBU MS;MS;;UTE NARDINI;UTE NARDINI  MS;MS
2024-07-09;21834;4;Ativa;1509;2851;2880;LT 138 kV CHAPADAO /UTE COSTA RICA MS;1;246;108,0000000000;MSCAO;CHAPADAO;SUB CHAPADAO    MS;MS;;UTE COSTA RICA;UTE COSTA RICA  MS;MS
2024-07-09;21933;4;Desativada;1514;897;2857;LT 230 kV C.GRANDE II /NATAL III PB/RN;1;3;175,0000000000;PBCGD;C.GRANDE II;SUB CAMPINA GRANDE II   PB;PB;RNNTS;NATAL III;SUB NATAL III     RN;RN
2024-07-09;21934;4;Desativada;1514;897;2857;LT 230 kV C.GRANDE II /NATAL III PB/RN;2;3;175,0000000000;PBCGD;C.GRANDE II;SUB CAMPINA GRANDE II   PB;PB;RNNTS;NATAL III;SUB NATAL III     RN;RN
2024-07-09;21935;4;Ativa;1515;2857;1405;LT 230 kV NATAL III /NATAL II RN;1;3;15,0000000000;RNNTS;NATAL III;SUB NATAL III     RN;RN;RNNTD;NATAL II;SUB NATAL II    RN;RN
2024-07-09;21936;4;Ativa;1515;2857;1405;LT 230 kV NATAL III /NATAL II RN;2;3;15,0000000000;RNNTS;NATAL III;SUB NATAL III     RN;RN;RNNTD;NATAL II;SUB NATAL II    RN;RN
2024-07-09;21994;4;Ativa;1389;1421;1427;LT 230 kV ABUNA /PORTO VELHO RO;2;410;188,0000000000;ROAN;ABUNA;SUB ABUNA    RO;RO;ROPV;PORTO VELHO;SUB PORTO VELHO   RO;RO
2024-07-09;21995;4;Ativa;1388;1421;2;LT 230 kV ABUNA /RIO BRANCO 1 RO/AC;2;639;299,0000000000;ROAN;ABUNA;SUB ABUNA    RO;RO;ACRB;RIO BRANCO 1;SUB RIO BRANCO 1 AC;AC
2024-07-09;22010;4;Ativa;677;1436;820;LT 230 kV VILHENA /JAURU RO/MT;3;692;344,0000000000;ROVN;VILHENA;SUB VILHENA    RO;RO;MTJU;JAURU;SUB JAURU    MT;MT
2024-07-09;22011;4;Ativa;675;1426;1436;LT 230 kV PIMENTA BUENO /VILHENA RO;3;345;161,0000000000;ROPB;PIMENTA BUENO;SUB PIMENTA BUENO    RO;RO;ROVN;VILHENA;SUB VILHENA    RO;RO
2024-07-09;22012;4;Ativa;672;1424;1426;LT 230 kV JI-PARANA /PIMENTA BUENO RO;3;259;119,0000000000;ROJP;JI-PARANA;SUB JI-PARANA     RO;RO;ROPB;PIMENTA BUENO;SUB PIMENTA BUENO    RO;RO
2024-07-09;22013;4;Ativa;670;1422;1424;LT 230 kV ARIQUEMES /JI-PARANA RO;3;352;165,0000000000;ROAQ;ARIQUEMES;SUB ARIQUEMES     RO;RO;ROJP;JI-PARANA;SUB JI-PARANA     RO;RO
2024-07-09;22014;4;Ativa;676;1431;1422;LT 230 kV SAMUEL /ARIQUEMES RO;3;328;154,0000000000;ROSM;SAMUEL;SUB SAMUEL     RO;RO;ROAQ;ARIQUEMES;SUB ARIQUEMES     RO;RO
2024-07-09;22015;4;Ativa;1394;1431;1427;LT 230 kV SAMUEL /PORTO VELHO RO;3;97;43,0000000000;ROSM;SAMUEL;SUB SAMUEL     RO;RO;ROPV;PORTO VELHO;SUB PORTO VELHO   RO;RO
2024-07-09;22192;4;Ativa;1522;2915;2798;LT 230 kV JORGE TEIXEIRA /LECHUGA AM;1;73;30,0000000000;AMJTX;JORGE TEIXEIRA;SUB JORGE TEIXEIRA AM;AM;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM
2024-07-09;22193;4;Ativa;1522;2915;2798;LT 230 kV JORGE TEIXEIRA /LECHUGA AM;2;73;30,0000000000;AMJTX;JORGE TEIXEIRA;SUB JORGE TEIXEIRA AM;AM;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM
2024-07-09;22198;4;Ativa;1524;2916;221;LT 345 kV VIANA 2 /VIANA ES;1;19;8,0000000000;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES;ESSTAE;VIANA;SUB VIANA    ES;ES
2024-07-09;22199;4;Ativa;1524;2916;221;LT 345 kV VIANA 2 /VIANA ES;2;19;8,0000000000;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES;ESSTAE;VIANA;SUB VIANA    ES;ES
2024-07-09;22204;4;Desativada;1523;576;2916;LT 500 kV MESQUITA /VIANA 2 MG/ES;1;471;252,0000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;ESSTVD;VIANA 2;SUB VIANA 2 ES;ES
2024-07-09;22239;4;Ativa;1525;257;2917;LT 500 kV R.VERDE NORTE /TRINDADE GO;1;391;187,7000000000;GOID;R.VERDE NORTE;SUB RIO VERDE NORTE    GO;GO;GOTRI;TRINDADE;SUB TRINDADE GO;GO
2024-07-09;22240;4;Ativa;1525;257;2917;LT 500 kV R.VERDE NORTE /TRINDADE GO;2;389;187,7000000000;GOID;R.VERDE NORTE;SUB RIO VERDE NORTE    GO;GO;GOTRI;TRINDADE;SUB TRINDADE GO;GO
2024-07-09;22263;4;Ativa;1526;2917;318;LT 230 kV TRINDADE /XAVANTES GO;1;145;37,2000000000;GOTRI;TRINDADE;SUB TRINDADE GO;GO;GOXAV;XAVANTES;SUB XAVANTES    GO;GO
2024-07-09;22264;4;Ativa;1526;2917;318;LT 230 kV TRINDADE /XAVANTES GO;2;145;37,2000000000;GOTRI;TRINDADE;SUB TRINDADE GO;GO;GOXAV;XAVANTES;SUB XAVANTES    GO;GO
2024-07-09;22271;4;Ativa;1527;2917;243;LT 230 kV TRINDADE /CARAJAS GO;1;125;30,5000000000;GOTRI;TRINDADE;SUB TRINDADE GO;GO;GOCJA;CARAJAS;SUB CARAJAS    GO;GO
2024-07-09;22301;4;Ativa;1529;826;800;LT 230 kV NOBRES /CUIABA MT;1;;124,0000000000;MTNB;NOBRES;SUB NOBRES     MT;MT;MTCB;CUIABA;SUB CUIABA     MT;MT
2024-07-09;22302;4;Ativa;367;826;827;LT 230 kV NOBRES /NOVA MUTUM MT;2;;102,0000000000;MTNB;NOBRES;SUB NOBRES     MT;MT;MTNM;NOVA MUTUM;SUB NOVA MUTUM    MT;MT
2024-07-09;22307;4;Ativa;1530;162;2918;LT 500 kV SOBRAL III /PECEM II CE;1;48;174,8000000000;CESBT;SOBRAL III;SUB SOBRAL III    CE;CE;CEPCE;PECEM II;SUB PECEM II CE;CE
2024-07-09;22308;4;Ativa;1531;2918;145;LT 500 kV PECEM II /FORTALEZA II CE;2;50;73,8000000000;CEPCE;PECEM II;SUB PECEM II CE;CE;CEFZD;FORTALEZA II;SUB FORTALEZA II     CE;CE
2024-07-09;22311;4;Ativa;1530;162;2918;LT 500 kV SOBRAL III /PECEM II CE;2;47;176,8600000000;CESBT;SOBRAL III;SUB SOBRAL III    CE;CE;CEPCE;PECEM II;SUB PECEM II CE;CE
2024-07-09;22312;4;Ativa;1531;2918;145;LT 500 kV PECEM II /FORTALEZA II CE;2;46;73,1300000000;CEPCE;PECEM II;SUB PECEM II CE;CE;CEFZD;FORTALEZA II;SUB FORTALEZA II     CE;CE
2024-07-09;22339;4;Ativa;180;326;328;LT 230 kV SAO LUIS II /SAO LUIS III MA;2;88;34,0000000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;MALT;SAO LUIS III;SUB SAO LUIS III     MA;MA
2024-07-09;22360;4;Ativa;1534;130;2919;LT 230 kV BANABUIU /AQUIRAZ II CE;2;47;17,9800000000;CEBNB;BANABUIU;SUB BANABUIU    CE;CE;CEAQR;AQUIRAZ II;SUB AQUIRAZ II CE;CE
2024-07-09;22361;4;Ativa;1535;2919;143;LT 230 kV AQUIRAZ II /FORTALEZA CE;2;47;17,9800000000;CEAQR;AQUIRAZ II;SUB AQUIRAZ II CE;CE;CEFTZ;FORTALEZA;SUB FORTALEZA     CE;CE
2024-07-09;22364;4;Ativa;1536;574;617;LT 345 kV MONTES CLAROS 2 /PIRAPORA 2 MG;1;314;151,0000000000;MGMCL2;MONTES CLAROS 2;SUB MONTES CLAROS 2 MG;MG;MGPIRD;PIRAPORA 2;SUB PIRAPORA 2    MG;MG
2024-07-09;22368;4;Ativa;1537;600;2920;LT 500 kV OURO PRETO 2 /ITABIRITO 2 MG;1;7;2,0000000000;MGOPR2;OURO PRETO 2;SUB OURO PRETO 2     MG;MG;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG
2024-07-09;22369;4;Ativa;1538;2920;659;LT 500 kV ITABIRITO 2 /S. G. DO PARA MG;1;2;2,0000000000;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG;MGSGPA;S. G. DO PARA;SUB SAO GONCALO DO PARA   MG;MG
2024-07-09;22372;4;Ativa;1539;223;2921;LT 345 kV VITORIA /PADRE FIALHO ES/MG;1;1;232,0000000000;ESSTVT;VITORIA;SUB VITORIA    ES;ES;MGPDF;PADRE FIALHO;SUB PADRE FIALHO     MG;MG
2024-07-09;22373;4;Desativada;1540;2921;600;LT 345 kV PADRE FIALHO /OURO PRETO 2 MG;1;1;165,3000000000;MGPDF;PADRE FIALHO;SUB PADRE FIALHO     MG;MG;MGOPR2;OURO PRETO 2;SUB OURO PRETO 2     MG;MG
2024-07-09;22396;4;Ativa;1541;203;2922;LT 230 kV U.MASCARENHAS /LINHARES ES;1;205;95,0000000000;ESMASC;U.MASCARENHAS;USI MASCARENHAS   ES;ES;ESLNR;LINHARES;SUB LINHARES  ES;ES
2024-07-09;22410;4;Ativa;1542;1797;2923;LT 500 kV JARDIM /CAMACARI IV SE/BA;1;2;1,0000000000;SEJDM;JARDIM;SUB JARDIM SE;SE;BACMQ;CAMACARI IV;SUB CAMACARI IV  BA;BA
2024-07-09;22411;4;Ativa;1543;2923;46;LT 500 kV CAMACARI IV /CAMACARI II BA;1;2;1,0000000000;BACMQ;CAMACARI IV;SUB CAMACARI IV  BA;BA;BACMD;CAMACARI II;SUB CAMACARI II   BA;BA
2024-07-09;22440;4;Ativa;1544;2843;2550;LT 500 kV ARARAQUARA 2 /TAUBATE SP;1;751;328,8200000000;SPARA2;ARARAQUARA 2;SUB ARARAQUARA 2 SP;SP;SPTAU;TAUBATE;SUB TAUBATE    SP;SP
2024-07-09;22450;4;Desativada;1545;1535;1509;LT 230 kV MONTE CLARO /GARIBALDI 1 RS;1;86;33,0000000000;RSMCL;MONTE CLARO;SUB MONTE CLARO   RS;RS;RSGAR1;GARIBALDI 1;SUB GARIBALDI 1   RS;RS
2024-07-09;22453;4;Ativa;1548;1631;2926;LT 230 kV PASSO REAL /IJUI 2 RS;1;2;104,0000000000;RSUPRE;PASSO REAL;USI PASSO REAL    RS;RS;RSIJU2;IJUI 2;SUB IJUI 2  RS;RS
2024-07-09;22454;4;Ativa;1549;2926;1576;LT 230 kV IJUI 2 /SANTO ANGELO 2 RS;1;2;,2000000000;RSIJU2;IJUI 2;SUB IJUI 2  RS;RS;RSSAG2;SANTO ANGELO 2;SUB SANTO ANGELO 2 RS;RS
2024-07-09;22457;4;Ativa;1550;1598;2927;LT 230 kV TAQUARA /N. PETROPOLIS 2 RS;1;1;,7700000000;RSTAQ;TAQUARA;SUB TAQUARA    RS;RS;RSNPE2;N. PETROPOLIS 2;SUB NOVA PETROPOLIS 2  RS;RS
2024-07-09;22458;4;Ativa;1551;2927;1462;LT 230 kV N. PETROPOLIS 2 /CAXIAS RS;1;1;,7700000000;RSNPE2;N. PETROPOLIS 2;SUB NOVA PETROPOLIS 2  RS;RS;RSCAX;CAXIAS;SUB CAXIAS     RS;RS
2024-07-09;22461;4;Ativa;1552;1915;2932;LT 230 kV BOTUCATU /CERQUILHO III SP;1;1;73,4000000000;SPBOT;BOTUCATU;SUB BOTUCATU    SP;SP;SPCEQ;CERQUILHO III;SUB CERQUILHO III  SP;SP
2024-07-09;22462;4;Ativa;1553;2932;2943;LT 230 kV CERQUILHO III /TOYOTA SP;1;2;74,3000000000;SPCEQ;CERQUILHO III;SUB CERQUILHO III  SP;SP;SPTOY;TOYOTA;SUB TOYOTA SP;SP
2024-07-09;22465;4;Ativa;1554;21;2928;LT 230 kV RIO LARGO II /ARAPIRACA III AL;1;99;46,0000000000;ALRLD;RIO LARGO II;SUB RIO LARGO II AL;AL;ALART;ARAPIRACA III;SUB ARAPIRACA III  AL;AL
2024-07-09;22466;4;Ativa;1555;2928;19;LT 230 kV ARAPIRACA III /PENEDO AL;1;99;46,0000000000;ALART;ARAPIRACA III;SUB ARAPIRACA III  AL;AL;ALPEN;PENEDO;SUB PENEDO AL;AL
2024-07-09;22570;4;Ativa;1547;2933;2929;LT 230 kV INTEGRADORA /XINGUARA 2 PA;1;143;72,1300000000;PAIG;INTEGRADORA;SUB INTEGRADORA  PA;PA;PAXG;XINGUARA 2;SUB XINGUARA 2 PA;PA
2024-07-09;22585;4;Ativa;1546;329;2930;LT 230 kV MIRANDA II /ENCRUZO NOVO MA;1;457;220,0000000000;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA;MAEN;ENCRUZO NOVO;SUB ENCRUZO NOVO     MA;MA
2024-07-09;22612;4;Ativa;1556;2934;39;LT 230 kV IGAPORA II /B.J.LAPA II BA;1;250;115,0000000000;BAIGD;IGAPORA II;SUB IGAPORA II    BA;BA;BABJD;B.J.LAPA II;SUB BOM JESUS DA LAPA II   BA;BA
2024-07-09;22633;4;Ativa;1557;162;2935;LT 230 kV SOBRAL III /ACARAU II CE;1;201;97,0000000000;CESBT;SOBRAL III;SUB SOBRAL III    CE;CE;CEAUD;ACARAU II;SUB ACARAU II CE;CE
2024-07-09;22664;4;Desativada;1558;2936;2937;LT 230 kV EXTREMOZ II /JOAO CAMARA II RN;2;174;82,0000000000;RNETD;EXTREMOZ II;SUB EXTREMOZ II RN;RN;RNJC;JOAO CAMARA II;SUB JOAO CAMARA RN;RN
2024-07-09;22667;4;Desativada;664;1403;1395;LT 230 kV MOSSORO II /ACU II RN;2;147;69,0000000000;RNMSD;MOSSORO II;SUB MOSSORO II    RN;RN;RNACD;ACU II;SUB ACU II     RN;RN
2024-07-09;22670;4;Ativa;666;1410;1395;LT 230 kV PARAISO /ACU II RN;3;252;133,0000000000;RNPRS;PARAISO;SUB PARAISO    RN;RN;RNACD;ACU II;SUB ACU II     RN;RN
2024-07-09;22712;4;Ativa;1561;2892;2925;LT 230 kV CASTERTECH /CAXIAS SUL 6 RS;1;2;,2000000000;RSCTT;CASTERTECH;SUB CASTERTECH RS;RS;RSCAX6;CAXIAS SUL 6;SUB CAXIAS DO SUL 6 RS;RS
2024-07-09;22713;4;Ativa;1562;2925;1462;LT 230 kV CAXIAS SUL 6 /CAXIAS RS;1;2;,2000000000;RSCAX6;CAXIAS SUL 6;SUB CAXIAS DO SUL 6 RS;RS;RSCAX;CAXIAS;SUB CAXIAS     RS;RS
2024-07-09;22823;4;Ativa;1582;820;2931;LT 230 kV JAURU /VARZEA GRANDE MT;1;;336,6900000000;MTJU;JAURU;SUB JAURU    MT;MT;MTVG;VARZEA GRANDE;SUB VARZEA GRANDE    MT;MT
2024-07-09;22824;4;Ativa;1583;2931;805;LT 230 kV VARZEA GRANDE /COXIPO MT;1;;28,7300000000;MTVG;VARZEA GRANDE;SUB VARZEA GRANDE    MT;MT;MTCX;COXIPO;SUB COXIPO     MT;MT
2024-07-09;22882;4;Ativa;1594;2907;2920;LT 345 kV JECEABA /ITABIRITO 2 MG;1;5;58,2100000000;MGVSB;JECEABA;SUB JECEABA MG;MG;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG
2024-07-09;22883;4;Ativa;1595;2920;600;LT 345 kV ITABIRITO 2 /OURO PRETO 2 MG;1;6;2,0000000000;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG;MGOPR2;OURO PRETO 2;SUB OURO PRETO 2     MG;MG
2024-07-09;23086;4;Ativa;396;872;866;LT 230 kV ITACAIUNAS /CARAJAS PA;3;230;108,0000000000;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;PACJ;CARAJAS;SUB CARAJAS-ELETRONORTE   PA;PA
2024-07-09;23130;4;Ativa;1599;736;2995;LT 230 kV ANASTACIO /CORUMBA 2 MS;1;616;295,0000000000;MSANA;ANASTACIO;SUB ANASTACIO     MS;MS;MSCOB;CORUMBA 2;SUB CORUMBA 2     MS;MS
2024-07-09;23131;4;Ativa;1599;736;2995;LT 230 kV ANASTACIO /CORUMBA 2 MS;2;616;295,0000000000;MSANA;ANASTACIO;SUB ANASTACIO     MS;MS;MSCOB;CORUMBA 2;SUB CORUMBA 2     MS;MS
2024-07-09;23333;4;Ativa;1606;1556;1555;LT 230 kV PORTO ALEGRE 9 /PORTO ALEGRE 8 RS;1;93;11,0000000000;RSPAL9;PORTO ALEGRE 9;SUB PORTO ALEGRE 9 RS;RS;RSPAL8;PORTO ALEGRE 8;SUB PORTO ALEGRE 8 RS;RS
2024-07-09;23336;4;Ativa;1607;1556;1568;LT 230 kV PORTO ALEGRE 9 /NOVA STA RITA RS;1;105;28,0000000000;RSPAL9;PORTO ALEGRE 9;SUB PORTO ALEGRE 9 RS;RS;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS
2024-07-09;23339;4;Ativa;1608;1466;1598;LT 230 kV CAMPO BOM /TAQUARA RS;1;68;30,0000000000;RSCBO;CAMPO BOM;SUB CAMPO BOM     RS;RS;RSTAQ;TAQUARA;SUB TAQUARA    RS;RS
